speaker,text,dialogtype,quest_displayname,quest_name,questfile,speaker_unit,unitfile,raw_text
Vanquisher Guard,"I'm sorry, but I can't let you through here without authorization from Commander Vale, or the Estherian Grand Regent.",passive,,Starting Passive Dialog,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-PASS_STARTOFGAMES.DAT,VANQUISHER_PASS3_GUARD,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_PASS3_GUARD.DAT,"I'm sorry, but I can't let you through here without authorization from Commander Vale, or the Estherian Grand Regent."
Vanquisher Guard,The Commander went to the Wellspring Temple.  She should be back any time.,passive,,Starting Passive Dialog,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-PASS_STARTOFGAMES.DAT,VANQUISHER_MALE,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/MALE_VANQUISHER.DAT,The Commander went to the Wellspring Temple.  She should be back any time.
Captured Estherian,"I thank you for rescuing me.  There are other captives, as well, in a cave below the lake.  There is a hatch, just outside that nearby hut, which leads to the slavers' den.",passive,,Starting Passive Dialog,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-PASS_STARTOFGAMES.DAT,A1-CAPTUREDESTHERIAN1,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-CAPTUREDESTHERIAN1.DAT,"I thank you for rescuing me.  There are other captives, as well, in a cave below the lake.  There is a hatch, just outside that nearby hut, which leads to the slavers' den."
Olwin,"You have lifted the curse I brought upon myself, and my torment is finally at and end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...",passive,,Starting Passive Dialog,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-PASS_STARTOFGAMES.DAT,A1-BOAT_GHOST_ALT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-BOAT_GHOST_ALT.DAT,"You have lifted the curse I brought upon myself, and my torment is finally at and end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ..."
Vanquisher Scout,"It was a brutal fight, getting up here through that bear-infested pass.  We lost a lot of good soldiers, and most of who we have left are injured.",passive,,Starting Passive Dialog,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-PASS_STARTOFGAMES.DAT,A1-VANQUISHER_SCOUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-VANQUISHER_SCOUT.DAT,"It was a brutal fight, getting up here through that bear-infested pass.  We lost a lot of good soldiers, and most of who we have left are injured."
Horse,You sidle up to the horse.  It sidles away.,passive,,Starting Passive Dialog,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-PASS_STARTOFGAMES.DAT,HORSE_EVIL,MEDIA/UNITS/MONSTERS/NPC/HORSE_EVIL.DAT,You sidle up to the horse.  It sidles away.
Destroyer,"I really appreciate you checking on me, but you should probably get on with catching up with the Grand Regent.",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,DESTROYERNPC,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/DESTROYERNPC.DAT,"I really appreciate you checking on me, but you should probably get on with catching up with the Grand Regent."
Vanquisher Medic,The Destroyer really can't help you.  It's going to be several more days before he can get around ... let alone fight!,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,VANQUISHER_MEDIC,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MEDIC.DAT,The Destroyer really can't help you.  It's going to be several more days before he can get around ... let alone fight!
Vanquisher Guard,All clear in the pass?,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,VANQUISHER_PASS1_GUARD,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_PASS1_GUARD1.DAT,All clear in the pass?
Vanquisher Guard,All's quiet here.  How are things further up the pass?,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,VANQUISHER_MALE_STARTING_AREA2,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MALE_STARTING_AREA2.DAT,All's quiet here.  How are things further up the pass?
Vanquisher Guard,"Hey, if you're heading back to the Enclave, can you check with the Commander?  See if she needs us to pull back to the Enclave?",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,VANQUISHER_MALE_STARTING_AREA3,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MALE_STARTING_AREA3.DAT,"Hey, if you're heading back to the Enclave, can you check with the Commander?  See if she needs us to pull back to the Enclave?"
Hyue,"Listen:  If I you find me dead ... please, bury me somewhere with a view ...",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,ESTHERIANELDER1,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ELDER1.DAT,"Listen:  If I you find me dead ... please, bury me somewhere with a view ..."
Eloui,"I would very much like to see the Frosted Hills again, before I die.",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,ESTHERIANELDER3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ELDER3.DAT,"I would very much like to see the Frosted Hills again, before I die."
Eria,"This is not the first time something like this has happened.  Once before, more than a thousand years ago, a plague like this struck the Retreat, in the Frosted Hills.  In the end, all the Estherians there fled, or died ... twisted in horrible ways ...",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,ESTHERIAN1,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ESTHERIAN1.DAT,"This is not the first time something like this has happened.  Once before, more than a thousand years ago, a plague like this struck the Retreat, in the Frosted Hills.  In the end, all the Estherians there fled, or died ... twisted in horrible ways ..."
Relan,"I used to live in the Retreat, in the Frosted Hills.  We had to leave, though ... there was a plague.  Heh ... ironic, isn't it, that an illness forced me to leave ... and another illness makes me want to return?",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,ESTHERIAN3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ESTHERIAN3.DAT,"I used to live in the Retreat, in the Frosted Hills.  We had to leave, though ... there was a plague.  Heh ... ironic, isn't it, that an illness forced me to leave ... and another illness makes me want to return?"
Vanquisher,Not a lot of foot traffic headed this way anymore.,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,VANQUISHER_CANNOT_LEAVE_TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_CANNOT_LEAVE_TOWN.DAT,Not a lot of foot traffic headed this way anymore.
Vanquisher Guard,You're all set.  Keep up the good work!,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,VANQUISHER_PASS3_GUARD,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_PASS3_GUARD.DAT,You're all set.  Keep up the good work!
Imperial Railmaster,"I'm Captain Jakobi, pilot of the best Herkonian Embercraft this side of Red Haven!
We're just picking up some cargo and supplies, before we head off down to Zeryphesh.  What brings you here?",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-RAILMANNPC_TOZERYPHESH,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-RAILMANNPC_TOZERYPHESH.DAT,"I'm Captain Jakobi, pilot of the best Herkonian Embercraft this side of Red Haven!\n\nWe're just picking up some cargo and supplies, before we head off down to Zeryphesh.  What brings you here?"
Olwin,"You have lifted the curse I brought upon myself, and my torment is finally at and end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-BOAT_GHOST_ALT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-BOAT_GHOST_ALT.DAT,"You have lifted the curse I brought upon myself, and my torment is finally at and end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ..."
Lord Taldimut,"We will be moving along shortly.  Some of our injured need a bit longer to recover, before they are ready to travel.  Remember, if you should find yourself in Zeryphesh, please seek me out!",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-AMBASSADOR_TALDIMUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE2/A2-AMBASSADOR_TALDIMUT.DAT,"We will be moving along shortly.  Some of our injured need a bit longer to recover, before they are ready to travel.  Remember, if you should find yourself in Zeryphesh, please seek me out!"
Vanquisher Guard,"It looks like the Alchemist was doing some kind of research in there, but he bugged out, probably right before he went to Torchlight.",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-Z2-VANQUISHER_MALE,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-Z2-VANQUISHER_MALE.DAT,"It looks like the Alchemist was doing some kind of research in there, but he bugged out, probably right before he went to Torchlight."
Jadok,"I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost.",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-JADOK,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-JADOK.DAT,"I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost."
Vanquisher Sentry,How bad's the snow up in the Frosted Hills?,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-CROWSPASS_VANQUISHER,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-CROWSPASS-VANQUISHER_MALE.DAT,How bad's the snow up in the Frosted Hills?
Bellethe,I miss my husband so much ... but luckily I still have my little baby-wabies ...,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-FEMALECROWSPASS,MEDIA/UNITS/MONSTERS/QUESTUNITS/TOWNSFOLK/A1-FEMALECROWSPASS.DAT,I miss my husband so much ... but luckily I still have my little baby-wabies ...
Shady Character,"I got what I need, thanks.  If I have any more work for you, I'll be sure to let you know.",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-TRAPPER,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-TRAPPER.DAT,"I got what I need, thanks.  If I have any more work for you, I'll be sure to let you know."
Vanquisher Guard,Did you make it up to the Enclave?  Did you speak to Commander Vale?,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,VANQUISHER_MALE_STARTING_AREA,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MALE_STARTING_AREA.DAT,Did you make it up to the Enclave?  Did you speak to Commander Vale?
Vanquisher Guard,"Good job you did, getting the Commander out of there!",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,VANQUISHER_MALE,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/MALE_VANQUISHER.DAT,"Good job you did, getting the Commander out of there!"
Vanquisher Commando,We should be able to get the Estherians back home.  Thanks for getting them out of there.,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-VANQUISHER_SPECOPS,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-VANQUISHER_SPECOPS.DAT,We should be able to get the Estherians back home.  Thanks for getting them out of there.
Injured Commando,Nice work you did in there.,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-VANQUISHER_SPECOPS_INJ,MEDIA/UNITS/MONSTERS/QUESTUNITS/A1-VANQUISHER_SPECOPS_INJ.DAT,Nice work you did in there.
Vanquisher Scout,A lot more of the Estherians are getting sick.  That's not a good sign.,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-VANQUISHER_SCOUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-VANQUISHER_SCOUT.DAT,A lot more of the Estherians are getting sick.  That's not a good sign.
Vanquisher Guard,"All quiet here, more or less.  Hey, good work you did, getting the Commander out of the Wellspring!",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,VANQUISHER_PASS2_GUARD1,MEDIA/UNITS/MONSTERS/QUESTUNITS/HONORED DEAD/VANQUISHER_PASS2_GUARD1.DAT,"All quiet here, more or less.  Hey, good work you did, getting the Commander out of the Wellspring!"
Vanquisher Guard,"Things are pretty safe here, now.  How are things out on the Temple Steppes?",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,VANQUISHER_PASS2_GUARD2,MEDIA/UNITS/MONSTERS/QUESTUNITS/HONORED DEAD/VANQUISHER_PASS2_GUARD2.DAT,"Things are pretty safe here, now.  How are things out on the Temple Steppes?"
Miamin,I am so sorry.  You did all that work to recover the Scroll of Anom-Irek ... and now the Grand Regent says we will not be needing it!,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-ESTHERIAN-PASS2,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ESTHERIAN-PASS2.DAT,I am so sorry.  You did all that work to recover the Scroll of Anom-Irek ... and now the Grand Regent says we will not be needing it!
Vanquisher,"Seems like the pass and the steppes are a lot safer, since you came through!  Good work out there!",passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,PASSGUARD,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE1/PASSGUARD.DAT,"Seems like the pass and the steppes are a lot safer, since you came through!  Good work out there!"
Elder Valin,You must do all you can to stop the Grand Regent!  He is far too ill to visit the Watchweald Temple.  He might infect the Guardian!,passive,,After the teleporter,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_COLLECTTWOGEMSTOSAVETHEREGENT.DAT,A1-ESTERIAN_TELL_ABOUT_CRYSTALS,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ESTERIAN_TELL_ABOUT_CRYSTALS.DAT,You must do all you can to stop the Grand Regent!  He is far too ill to visit the Watchweald Temple.  He might infect the Guardian!
Destroyer,"Sorry, but I don't think I'm going to be any use to you.  The medic here says that I've got broken ribs ... probably from when the Alchemist swatted me all the way out of Torchlight.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,DESTROYERNPC,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/DESTROYERNPC.DAT,"Sorry, but I don't think I'm going to be any use to you.  The medic here says that I've got broken ribs ... probably from when the Alchemist swatted me all the way out of Torchlight."
Vanquisher Medic,"Would you please tell him you're doing just fine?  He keeps trying to head up the pass to go help you ... and I'm the one who has to pick him up and put him back together, every time.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,VANQUISHER_MEDIC,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MEDIC.DAT,"Would you please tell him you're doing just fine?  He keeps trying to head up the pass to go help you ... and I'm the one who has to pick him up and put him back together, every time."
Vanquisher Guard,What brought you back here?  Are the Sturmbeorn heading back this way?,passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,VANQUISHER_PASS1_GUARD,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_PASS1_GUARD1.DAT,What brought you back here?  Are the Sturmbeorn heading back this way?
Vanquisher Guard,"If the Alchemist already has Ordrak's Heart, what's he doing attacking Guardians?  I don't see what it gets him.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,VANQUISHER_MALE_STARTING_AREA2,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MALE_STARTING_AREA2.DAT,"If the Alchemist already has Ordrak's Heart, what's he doing attacking Guardians?  I don't see what it gets him."
Vanquisher Guard,"The ratlins and the Sturmbeorn have all but disappeared, though we've noticed quite a few more warbeasts prowling around since you were here last.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,VANQUISHER_MALE_STARTING_AREA3,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MALE_STARTING_AREA3.DAT,"The ratlins and the Sturmbeorn have all but disappeared, though we've noticed quite a few more warbeasts prowling around since you were here last."
Hyue,My sister has returned from the Path of the Honored Dead with the Scroll of Anom-Irek.  We must try to hold on until the Grand Regent can return and effect the cure to this sickness.,passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,ESTHERIANELDER1,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ELDER1.DAT,My sister has returned from the Path of the Honored Dead with the Scroll of Anom-Irek.  We must try to hold on until the Grand Regent can return and effect the cure to this sickness.
Eloui,"Grand Regent Eldrayn is the oldest and wisest of the Estherians: a paragon of virtue and compassion, as well as our most accomplished elementalist.  So long as he protects us, the Estherians will endure.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,ESTHERIANELDER3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ELDER3.DAT,"Grand Regent Eldrayn is the oldest and wisest of the Estherians: a paragon of virtue and compassion, as well as our most accomplished elementalist.  So long as he protects us, the Estherians will endure."
Eria,I spoke with Grand Regent Eldrayn before he left for the Watchweald Temple.  He seemed ... tired.,passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,ESTHERIAN1,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ESTHERIAN1.DAT,I spoke with Grand Regent Eldrayn before he left for the Watchweald Temple.  He seemed ... tired.
Relan,"I have always been led to believe that the Guardians could correct any imbalance, cure any ill.  Why have they not come to our aid?  Could the Alchemist have struck at the temples also?",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,ESTHERIAN3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/ESTHERIAN3.DAT,"I have always been led to believe that the Guardians could correct any imbalance, cure any ill.  Why have they not come to our aid?  Could the Alchemist have struck at the temples also?"
Vanquisher,You're already cleared for the pass.  Good luck out there.,passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,VANQUISHER_CANNOT_LEAVE_TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_CANNOT_LEAVE_TOWN.DAT,You're already cleared for the pass.  Good luck out there.
Vanquisher Guard,Let me see your authorization.  Alright ... this looks in order.  Be careful out there.,passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,VANQUISHER_PASS3_GUARD,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_PASS3_GUARD.DAT,Let me see your authorization.  Alright ... this looks in order.  Be careful out there.
Imperial Railmaster,"I'm Captain Jakobi, pilot of the best Herkonian Embercraft this side of Red Haven!
We're just picking up some cargo and supplies, before we head off down to Zeryphesh.  What brings you here?",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-RAILMANNPC_TOZERYPHESH,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-RAILMANNPC_TOZERYPHESH.DAT,"I'm Captain Jakobi, pilot of the best Herkonian Embercraft this side of Red Haven!\n\nWe're just picking up some cargo and supplies, before we head off down to Zeryphesh.  What brings you here?"
Vanquisher Guard,The Commander's quite impressed with you!  She said you've got the makings of a real hero!,passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,VANQUISHER_MALE,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/MALE_VANQUISHER.DAT,The Commander's quite impressed with you!  She said you've got the makings of a real hero!
Olwin,"You have lifted the curse I brought upon myself, and my torment is finally at an end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-BOAT_GHOST_ALT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-BOAT_GHOST_ALT.DAT,"You have lifted the curse I brought upon myself, and my torment is finally at an end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ..."
Vanquisher Commando,"We were supposed to rescue some Estherians from these slavers, but the slavers had reinforcements.  We did find out that their leader, Kidrik, is holed up in a grotto under the lake.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-VANQUISHER_SPECOPS,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-VANQUISHER_SPECOPS.DAT,"We were supposed to rescue some Estherians from these slavers, but the slavers had reinforcements.  We did find out that their leader, Kidrik, is holed up in a grotto under the lake."
Injured Commando,"See those burned-out huts in the stockade?  We did that, to smoke the slavers out.  Just smash the lanterns, and the huts'll go up like kindling.  They'll come out right quick ...",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-VANQUISHER_SPECOPS_INJ,MEDIA/UNITS/MONSTERS/QUESTUNITS/A1-VANQUISHER_SPECOPS_INJ.DAT,"See those burned-out huts in the stockade?  We did that, to smoke the slavers out.  Just smash the lanterns, and the huts'll go up like kindling.  They'll come out right quick ..."
Vanquisher Sentry,"You've got to hurry, if you're trying to catch up with the Grand Regent.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-CROWSPASS_VANQUISHER,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-CROWSPASS-VANQUISHER_MALE.DAT,"You've got to hurry, if you're trying to catch up with the Grand Regent."
Jadok,"I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-JADOK,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-JADOK.DAT,"I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost."
Bellethe,I miss my husband so much ... but luckily I still have my little baby-wabies ...,passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-FEMALECROWSPASS,MEDIA/UNITS/MONSTERS/QUESTUNITS/TOWNSFOLK/A1-FEMALECROWSPASS.DAT,I miss my husband so much ... but luckily I still have my little baby-wabies ...
Shady Character,"I got what I need, thanks.  If I have any more work for you, I'll be sure to let you know.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-TRAPPER,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-TRAPPER.DAT,"I got what I need, thanks.  If I have any more work for you, I'll be sure to let you know."
Vanquisher Guard,You actually met a Guardian!  Which one was it?,passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,VANQUISHER_MALE_STARTING_AREA,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/VANQUISHER_MALE_STARTING_AREA.DAT,You actually met a Guardian!  Which one was it?
Malo,"Meet me back in the Estherian Enclave, and I can enchant your gear!",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-CAPTUREDENCHANTER,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-CAPTUREDENCHANTER.DAT,"Meet me back in the Estherian Enclave, and I can enchant your gear!"
Vanquisher Guard,"It's pretty clear the Alchemist was here, but bugged out, probably right before he went to Torchlight.  The place is still full of monsters, though, so watch your back in there.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-Z2-VANQUISHER_MALE,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-Z2-VANQUISHER_MALE.DAT,"It's pretty clear the Alchemist was here, but bugged out, probably right before he went to Torchlight.  The place is still full of monsters, though, so watch your back in there."
Vanquisher Scout,"You saved the Commander's life out there, you know.  That makes you a hero, in my book.",passive,,After defeat Grell,QUESTS/TL2MAINQUEST/ACT1PASSIVES/A1-AFTER_DEFEATGRELL.DAT,A1-VANQUISHER_SCOUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-VANQUISHER_SCOUT.DAT,"You saved the Commander's life out there, you know.  That makes you a hero, in my book."
